epoch,concatenate_1_loss,decode_conv5_loss,loss,val_concatenate_1_loss,val_decode_conv5_loss,val_loss
37,761.0781516113282,3418.4290166015626,4179.5071640625,802.7934069824219,3390.0993002929686,4192.892715820312
38,761.0607491455078,3431.082244628906,4192.142998535156,719.4735272216797,3462.345145019531,4181.818673828125
39,756.6185300292968,3383.3219946289064,4139.94052734375,785.8135826416016,3620.974208984375,4406.787794433594
40,756.5674610595703,3340.5598061523438,4097.127268066406,764.389632446289,3299.8653505859374,4064.2549829101563
41,752.959194946289,3333.6797260742187,4086.6389213867187,760.1098732910157,3569.4383989257813,4329.548274902344
42,752.8939501953125,3301.570111816406,4054.4640571289065,747.3070911865234,3298.5534216308592,4045.8605151367187
43,749.6713975830078,3254.6623344726563,4004.3337265625,775.8837277832031,3333.774407470703,4109.658132324219
44,746.6946354980469,3235.5911083984374,3982.285747558594,826.9759880371093,3366.2827216796877,4193.258710449219
45,745.1952434082032,3209.1068266601565,3954.3020693359376,762.2840323486328,3236.62043359375,3998.904464355469
46,743.7914715576172,3177.7673256835938,3921.5587939453126,758.9006228027343,3165.1740378417967,3924.074666015625
47,744.3418764648437,3177.1892587890625,3921.5311396484376,763.2566993408203,3067.997701171875,3831.25440625
48,742.519244140625,3121.4036220703124,3863.9228725585936,780.6574816894531,3229.519061767578,4010.1765517578124
49,741.0955571289062,3124.165998046875,3865.2615551757813,718.1118149414062,3151.8207221679686,3869.932535644531
50,737.5207471923828,3071.1430029296876,3808.66375,753.8317067871094,3381.7397373046874,4135.571431152343
51,736.1942194824219,3073.5148388671873,3809.709064453125,767.9406871337891,3069.3170822753905,3837.2577685546876
52,735.3597408447266,3045.325171875,3780.6849135742186,742.7779448242187,3275.6933937988283,4018.4713310546877
53,734.1271412353516,3017.4846987304686,3751.6118432617186,712.420737915039,3085.8127963867187,3798.2335307617186
54,735.2349541015625,3024.3040029296876,3759.53895703125,743.5720380859375,3059.8383251953123,3803.4103598632814
55,732.6587395019532,2963.2421650390625,3695.900900390625,731.1862939453125,3098.2144025878906,3829.4006904296875
56,731.5180439453125,2954.87248046875,3686.3905200195313,714.215334350586,2918.3926762695314,3632.6080073242188
57,733.6781359863281,2970.796362792969,3704.47449609375,751.8758228759766,3079.43303515625,3831.30885546875
58,732.3003181152344,2938.5963579101563,3670.8966796875,760.9023312988281,2851.7373010253905,3612.6396298828126
59,731.3443000488281,2914.1948168945314,3645.539118652344,692.6014558105469,2950.9845498046875,3643.586008300781
60,728.1496369628907,2875.6128056640623,3603.762441894531,789.9264356689453,2807.9913955078123,3597.9178354492187
61,729.5431492919922,2878.1194111328123,3607.662562011719,766.9911466064453,2795.5757263183596,3562.5668740234373
62,728.2039697265625,2857.3492211914063,3585.553191894531,683.0703381347656,2996.5802783203126,3679.6506147460937
63,724.8625778808594,2822.0442827148436,3546.906859375,743.9932357177735,2925.0632277832033,3669.056464355469
64,727.8055166015625,2844.0259594726563,3571.8314794921876,768.6270643310547,2846.6391511230468,3615.2662265625
65,725.1810300292968,2803.4685834960937,3528.6496176757814,758.7487177734375,2806.914432373047,3565.6631518554686
66,724.2426427001953,2785.4425659179688,3509.6852104492186,687.7438822021485,2981.4748359375,3669.2187138671875
67,723.0230905761719,2764.148634765625,3487.1717265625,751.5619780273438,2866.143737548828,3617.7057163085938
68,724.5617596435546,2754.368982421875,3478.930744140625,716.5635720214843,2790.4272668457033,3506.990839355469
69,722.4981079101562,2749.140799316406,3471.638904296875,718.8754954833985,2671.9039985351565,3390.7794956054686
70,719.9157463378906,2710.4604965820313,3430.37625,723.2653555908203,2738.827664794922,3462.09301171875
71,719.271666381836,2701.1693471679687,3420.441020996094,736.2861528320312,2912.843521240234,3649.1296791992186
72,720.9140135498047,2690.209646972656,3411.12366015625,723.1451192626953,2676.503255859375,3399.6483701171874
73,717.2811126708984,2662.0461667480467,3379.3272783203124,761.6556047363281,2670.874395996094,3432.530007324219
74,719.6934468994141,2674.154387207031,3393.8478354492186,726.3139552001953,2731.026780761719,3457.340734375
75,720.9759254150391,2677.040993652344,3398.016923828125,765.9471401367188,2711.407331298828,3477.3544672851563
76,719.1801315917969,2630.187943359375,3349.3680712890623,729.2470859375,2907.171995849609,3636.4190849609377
77,720.7177614746093,2646.6592976074216,3367.3770532226563,680.5183448486329,2773.9467265625,3454.46506640625
78,718.8991695556641,2645.4834587402343,3364.382626953125,720.1626824951172,2626.4577502441407,3346.620432128906
79,719.8675065917969,2615.07448828125,3334.9419985351565,804.7035869140625,2831.3917373046875,3636.0953286132813
80,715.6883178710938,2572.5498576660157,3288.2381762695313,726.8345335693359,2668.0798149414063,3394.91433984375
81,717.3317861328125,2590.5455041503906,3307.877294921875,722.2631634521484,2682.2924860839844,3404.5556513671877
82,719.4596568603515,2592.607053466797,3312.0667114257812,767.916494140625,2543.440453613281,3311.356951171875
83,718.1179631347657,2584.4904208984376,3302.60838671875,770.421808227539,2766.227984863281,3536.649785644531
84,717.8532552490234,2581.2623911132814,3299.1156484375,738.9539154052734,2555.7596955566405,3294.7136166992186
